measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2049.1154444863346,2383.557569474518,1783.0610890678715
2,DALYs (Disability-Adjusted Life Years),349,Greenland,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,492.92074600058237,608.2241481147097,396.82065796817665
2,DALYs (Disability-Adjusted Life Years),148,Morocco,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1569.1120701010411,2021.1871095417985,1190.9433786482557
2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1761.5564303618096,2246.300786613566,1409.9418466219506
2,DALYs (Disability-Adjusted Life Years),413,Tokelau,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,3386.347281499709,4137.539355660151,2803.033766921175
2,DALYs (Disability-Adjusted Life Years),30,Vanuatu,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,3008.671096742467,3637.8015820799574,2526.5188903706958
2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2068.0682977918195,2642.4399362731,1649.2262956030304
2,DALYs (Disability-Adjusted Life Years),115,Jamaica,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2097.560181495958,2539.841941251319,1731.7568263299236
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1979.2236015318088,2551.19872323607,1520.6511613918522
2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1008.3326645126235,1224.9345499291094,823.788056828905
2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,756.4191111740611,965.004843089312,603.0959806513312
